cs,en,source,source_id,scheme,sub,theme,placed_by,same_as_count
mramor,marble,teater,2508,2430,materiál objektu/předmětu,Material,teater:2430,0
měkkýš,Mollusca,teater,2502,2430,materiál objektu/předmětu,Material,teater:2430,0
neželezný kov,nonferrous metal,teater,2483,2430,materiál objektu/předmětu,Material,teater:2430,0
nikl,nickel,teater,2484,2430,materiál objektu/předmětu,Material,teater:2430,0
obsidián,obsidian,teater,2509,2430,materiál objektu/předmětu,Material,teater:2430,0
okr,ochre,teater,2433,2430,materiál objektu/předmětu,Material,teater:2430,0
opál,opal,teater,2510,2430,materiál objektu/předmětu,Material,teater:2430,0
ovčí vlna,sheep wool,teater,2550,2430,materiál objektu/předmětu,Material,teater:2430,0
papyrus,papyrus,teater,2530,2430,materiál objektu/předmětu,Material,teater:2430,0
pazourek,flint,teater,2512,2430,materiál objektu/předmětu,Material,teater:2430,0
pergamen,parchment,teater,2531,2430,materiál objektu/předmětu,Material,teater:2430,0
porcelán,porcelain,teater,2472,2430,materiál objektu/předmětu,Material,teater:2430,0
pravěká keramika,prehistoric pottery,teater,2461,2430,materiál objektu/předmětu,Material,teater:2430,0
proutěné výrobky,basketry,teater,2517,2430,materiál objektu/předmětu,Material,teater:2430,0
psací materiál,writing material,teater,2528,2430,materiál objektu/předmětu,Material,teater:2430,0
pískovec,sandstone,teater,2515,2430,materiál objektu/předmětu,Material,teater:2430,0
předmět z bronzu,bronze object,teater,2520,2430,materiál objektu/předmětu,Material,teater:2430,0
předmět z kamene,stone object,teater,2521,2430,materiál objektu/předmětu,Material,teater:2430,0
předmět z kosti,bone object,teater,2522,2430,materiál objektu/předmětu,Material,teater:2430,0
předmět z kovu,metal object,teater,2523,2430,materiál objektu/předmětu,Material,teater:2430,0
předmět z mědi,copper object,teater,2524,2430,materiál objektu/předmětu,Material,teater:2430,0
předmět ze stříbra,silver object,teater,2525,2430,materiál objektu/předmětu,Material,teater:2430,0
předmět ze zlata,gold object,teater,2526,2430,materiál objektu/předmětu,Material,teater:2430,0
předmět ze železa,iron object,teater,2527,2430,materiál objektu/předmětu,Material,teater:2430,0
renesanční keramika,renaissance pottery,teater,2462,2430,materiál objektu/předmětu,Material,teater:2430,0
rohovec,chert,teater,2534,2430,materiál objektu/předmětu,Material,teater:2430,0
sapropelit,sapropel,teater,2536,2430,materiál objektu/předmětu,Material,teater:2430,0
semeno,seed,teater,2537,2430,materiál objektu/předmětu,Material,teater:2430,0
skleněný výrobek,glassware,teater,2538,2430,materiál objektu/předmětu,Material,teater:2430,0
sladkovodní měkkýš,freshwater mollusc,teater,2507,2430,materiál objektu/předmětu,Material,teater:2430,0
slonovina,elephant ivory,teater,2540,2430,materiál objektu/předmětu,Material,teater:2430,1
slovanská keramika,Slavic pottery,teater,2463,2430,materiál objektu/předmětu,Material,teater:2430,0
spilit,spilite,teater,2541,2430,materiál objektu/předmětu,Material,teater:2430,0
starověká keramika,ancient pottery,teater,2464,2430,materiál objektu/předmětu,Material,teater:2430,0
stavební kámen,building stone,teater,2543,2430,materiál objektu/předmětu,Material,teater:2430,0
středověká keramika,medieval pottery,teater,2468,2430,materiál objektu/předmětu,Material,teater:2430,0
suchozemský měkkýš,terrestrial mollusc,teater,2504,2430,materiál objektu/předmětu,Material,teater:2430,0
sukno,cloth,teater,2544,2430,materiál objektu/předmětu,Material,teater:2430,0
terakota,terracotta,teater,2473,2430,materiál objektu/předmětu,Material,teater:2430,0
terra sigillata,terra sigillata,teater,2474,2430,materiál objektu/předmětu,Material,teater:2430,0
uhličitan draselný,potash,teater,2547,2430,materiál objektu/předmětu,Material,teater:2430,0
umělecká keramika,art pottery,teater,2469,2430,materiál objektu/předmětu,Material,teater:2430,0
useň,hides and skins,teater,2495,2430,materiál objektu/předmětu,Material,teater:2430,0
užitková keramika,utiliarian ceramics,teater,2470,2430,materiál objektu/předmětu,Material,teater:2430,0
vlna,wool,teater,2549,2430,materiál objektu/předmětu,Material,teater:2430,0
vltavín,moldavite,teater,2551,2430,materiál objektu/předmětu,Material,teater:2430,0
vodní měkkýš,aquatic mollusc,teater,2505,2430,materiál objektu/předmětu,Material,teater:2430,0
zinek,zinc,teater,2487,2430,materiál objektu/předmětu,Material,teater:2430,0
způsob provedení (objekty),method of implementation (features),teater,2553,2430,způsob provedení (objekty),Material,teater:2430,0
černofigurová keramika,black-figure ware,teater,2466,2430,materiál objektu/předmětu,Material,teater:2430,0
červenofigurová keramika,red-figure ware,teater,2467,2430,materiál objektu/předmětu,Material,teater:2430,0
český granát,Czech garnet,teater,2438,2430,materiál objektu/předmětu,Material,teater:2430,0
GPS (navigační systém),global positioning system,teater,130,102,archeologické výzkumy,Methods,teater:102,0
Galileo (navigační systém),Galileo (navigation system),teater,129,102,archeologické výzkumy,Methods,teater:102,0
Ramanova spektrometrie,Raman spectroscopy,teater,184,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
absolutní chronologie,absolute chronology,teater,190,140,archeologické datování,Methods,teater:140,0
analogie,analogy,teater,207,140,komparativní výzkum,Methods,teater:140,0
analýza hlavních komponent,principal components analysis,teater,276,140,statistická analýza,Methods,teater:140,0
analýza rozptylu,analysis of variance,teater,277,140,statistická analýza,Methods,teater:140,0
"analýzy, posudky (metody spracování)","analyses, reviews (processing methods)",teater,141,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
antrakologická analýza,anthracological analysis,teater,142,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
antropologický výzkum,anthropological research,teater,143,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
archeogenetická analýza,archaeogenetic analysis,teater,144,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
archeologická klasifikace,archaeological classification,teater,205,140,kategorizace a klasifikace,Methods,teater:140,0
archeologická mapa,archaeological map,teater,198,140,dokumentace,Methods,teater:140,0
archeologické datování,archaeological dating,teater,189,140,archeologické datování,Methods,teater:140,0
archeologické výzkumy,archaeological research,teater,103,102,archeologické výzkumy,Methods,teater:102,0
atomová absorbční spektrometrie,atomic absorption spectroscopy,teater,178,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
atomová emisní spektrometrie,atomic emission spectroscopy,teater,179,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
chromatografická analýza,chromatographic analysis,teater,156,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
dendrochronologická analýza,tree-ring analysis,teater,145,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
destruktivní metoda výzkumu,destructive method,teater,104,102,archeologické výzkumy,Methods,teater:102,0
detekce kovů,metal detection,teater,112,102,archeologické výzkumy,Methods,teater:102,0
digitální model terénu,digital elevation model,teater,124,102,archeologické výzkumy,Methods,teater:102,0
diskriminační analýza,discriminant analysis,teater,278,140,statistická analýza,Methods,teater:140,0
dokumentace,documentation,teater,195,140,dokumentace,Methods,teater:140,0
družicová geodezie,satellite geodesy,teater,120,102,archeologické výzkumy,Methods,teater:102,0
dálkový průzkum Země,remote sensing,teater,119,102,archeologické výzkumy,Methods,teater:102,0
elektronová mikroskopie,electron microscopy,teater,147,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
environmentální skenovací elektronová mikroskopie,environmental scanning electron microscopy,teater,149,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
faktorová analýza,factor analysis,teater,279,140,statistická analýza,Methods,teater:140,0
fosfátová analýza,phosphate analysis,teater,151,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
fotografická dokumentace,photodocumentation,teater,196,140,dokumentace,Methods,teater:140,0
geoarcheologická analýza,geoarchaeological analysis,teater,153,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
geochemická metoda,geochemical prospecting method,teater,138,102,archeologické výzkumy,Methods,teater:102,0
geoelektrický průzkum,electric prospecting,teater,133,102,archeologické výzkumy,Methods,teater:102,0
geografické informační systémy,geographic information systems,teater,197,140,dokumentace,Methods,teater:140,0
geologický výzkum,geological research,teater,154,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
gravimetrie,gravimetry,teater,134,102,archeologické výzkumy,Methods,teater:102,0
hmotnostní spektrometrie,mass spectrometry,teater,180,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
hmotnostní spektrometrie s indukčně vázaným plazmatem,inductively coupled plasma mass spectrometry,teater,181,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
hmotnostní spektrometrie s indukčně vázaným plazmatem a laserovou ablací,inductively coupled plasma mass spectrometry with laser ablation,teater,182,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
horizontální stratigrafie,horizontal stratigraphy,teater,193,140,archeologické datování,Methods,teater:140,0
infračervená spektroskopie,infrared spectroscopy,teater,183,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
izotopový výzkum,isotopic analysis,teater,157,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
kategorizace a klasifikace,categorization and classification,teater,204,140,kategorizace a klasifikace,Methods,teater:140,0
komparativní výzkum,comparative research,teater,206,140,komparativní výzkum,Methods,teater:140,0
konzervace,conservation,teater,210,140,konzervátorsko-restaurátorské metody,Methods,teater:140,0
konzervování muzejních exponátů,conservation of museum exhibits,teater,211,140,konzervátorsko-restaurátorské metody,Methods,teater:140,0
konzervování památek,antiquities conservation,teater,212,140,konzervátorsko-restaurátorské metody,Methods,teater:140,0
konzervátorsko-restaurátorské metody,conservation-restoration methods,teater,209,140,konzervátorsko-restaurátorské metody,Methods,teater:140,0
kopie,facsimile,teater,213,140,konzervátorsko-restaurátorské metody,Methods,teater:140,0
korespondeční analýza,correspondence analysis,teater,280,140,statistická analýza,Methods,teater:140,0
koroze,corrosion,teater,216,140,konzervátorsko-restaurátorské metody,Methods,teater:140,0
kresebná dokumentace,drawn documentation,teater,199,140,dokumentace,Methods,teater:140,0
letecká fotogrammetrie,aerial photogrammetry,teater,122,102,archeologické výzkumy,Methods,teater:102,0
letecké laserové skenování,irborne laser scanning survey,teater,123,102,archeologické výzkumy,Methods,teater:102,0
letecké snímkování,aerial photography,teater,126,102,archeologické výzkumy,Methods,teater:102,0
magnetometr,magnetometer,teater,136,102,archeologické výzkumy,Methods,teater:102,0
magnetometrie,magnetometry,teater,135,102,archeologické výzkumy,Methods,teater:102,0
malakozoologická analýza,malacozoological analysis,teater,158,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
metalografická analýza,metallographic analysis,teater,160,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
metalurgická analýza,metallurgical analysis,teater,161,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
mikrosondáž,shovel test,teater,113,102,archeologické výzkumy,Methods,teater:102,1
mineralogická analýza,mineralogical analysis,teater,162,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
málo destruktivní metoda,less destructive method,teater,111,102,archeologické výzkumy,Methods,teater:102,0
nedestruktivní metoda výzkumu,non-destructive method,teater,118,102,archeologické výzkumy,Methods,teater:102,0
neurónová aktivační analýza,neutron activation analysis,teater,163,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
numismatická analýza,numismatic analysis,teater,164,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
náhodný nález,chance find,teater,114,102,archeologické výzkumy,Methods,teater:102,0
nálezová správa,site report,teater,252,140,nálezová správa,Methods,teater:140,0
odlitek,casting,teater,200,140,dokumentace,Methods,teater:140,0
ortofotomapa,orthophotomap,teater,125,102,archeologické výzkumy,Methods,teater:102,0
osteologická analýza,osteological analysis,teater,165,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
paleoentomologická analýza,palaeoentomology,teater,166,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
parazitologická diagnostika,parasitological diagnostics,teater,167,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
pedologický výzkum,pedological research,teater,168,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
petrografická analýza,petrological analysis,teater,169,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
počítačová tomografie,computed tomography,teater,170,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
pravděpodobnostní metoda,probabilistic methods,teater,281,140,statistická analýza,Methods,teater:140,0
predikční model,predictive model,teater,282,140,statistická analýza,Methods,teater:140,0
prostorová analýza,spatial analysis,teater,274,140,prostorová analýza,Methods,teater:140,0
prostorová statistika,spatial statistics,teater,283,140,statistická analýza,Methods,teater:140,0
pylová analýza,pollen analysis,teater,171,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
předstihový archeologický výzkum,development-led excavation,teater,106,102,archeologické výzkumy,Methods,teater:102,0
radiokarbonové datování,radiocarbon dating,teater,172,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
relativní chronologie,relative chronology,teater,191,140,archeologické datování,Methods,teater:140,0
rentgenová fluorescenční analýza,X-ray fluorescence analysis,teater,173,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
replika,replica,teater,214,140,konzervátorsko-restaurátorské metody,Methods,teater:140,0
restaurování,restoration,teater,217,140,konzervátorsko-restaurátorské metody,Methods,teater:140,0
restaurování muzejních exponátů,restoration of museum exhibits,teater,218,140,konzervátorsko-restaurátorské metody,Methods,teater:140,0
restaurování památek,antiquities restoration,teater,219,140,konzervátorsko-restaurátorské metody,Methods,teater:140,0
restaurátorský průzkum,restoration research,teater,174,140,"analýzy, posudky (metody spracování)",Methods,teater:140,0
revizní výzkum,revision excavation,teater,107,102,archeologické výzkumy,Methods,teater:102,0
